case_id,nfp,n_base_coils,status,score,iota_min,iota_max,iota_midpoint,iota_sign
1435,2,2,no_axis,0.1231457237685931,,,,missing
1436,3,2,no_axis,0.11957501791306896,,,,missing
1437,4,2,drift_rejected,0.2833876736973154,,,,missing
1438,5,2,no_axis,0.1216464485865422,,,,missing
1439,6,2,no_surface,0.28446854445432657,,,,missing
1440,7,2,no_axis,0.11628248126008137,,,,missing
1441,8,2,ok,40.823814078717064,-1.0279068225162575,-0.9972242712974548,-1.0125655469068562,negative
1442,2,3,no_axis,0.11851857802157229,,,,missing
1443,3,3,no_axis,0.11694525668088879,,,,missing
1444,4,3,no_axis,0.11994878267764929,,,,missing
1445,5,3,no_surface,0.26631746288743385,,,,missing
1446,6,3,no_axis,0.11555925729581092,,,,missing
1447,7,3,ok,7.806647428281324,-0.6169739477336407,-0.6107052608438767,-0.6138396042887586,negative
1448,8,3,no_surface,0.28770378021581416,,,,missing
1449,2,4,no_axis,0.12159118967886479,,,,missing
1450,3,4,no_axis,0.1170936640694083,,,,missing
1451,4,4,no_axis,0.11787720787300382,,,,missing
1452,5,4,no_axis,0.11300161304207063,,,,missing
1453,6,4,no_axis,0.11015237881549832,,,,missing
1454,7,4,ok,17.225812333470156,-0.8105911588321292,-0.7751007080078125,-0.7928459334199709,negative
1455,8,4,no_axis,0.1067657196491956,,,,missing
1456,4,1,no_surface,0.30574525527663043,,,,missing
1457,5,1,no_axis,0.12470444319323654,,,,missing
1458,6,1,no_axis,0.12479574060895404,,,,missing
1459,7,1,drift_rejected,0.353678550290842,,,,missing
1460,8,1,drift_rejected,0.3654434818940043,,,,missing
1461,2,2,no_axis,0.12198751760044463,,,,missing
